date,type,registration,operator,fat.,location,Column1,pic,cat
3/8/2017,MD-83,N786TW,Ameristar Jet Charter,0,Detroit-Will...,,,A1
3/20/2017,Antonov An-26B,S9-TLZ,South Supreme Airlines,0,Wau Airport ...,,,A1
3/28/2017,Boeing 737-3M8,OB-2036-P,Peruvian Airlines,0,Jauja-Franci...,,,A1
4/12/2017,BN-2A-26 Islander,8R-GAR,ASL,0,Kopinang Air...,,,A1
5/30/2017,Dornier 328JET-310,N330BG,Heidi Aviation,0,Mogadishu Ad...,,,A1
5/31/2017,Boeing 737-33A,PK-CJC,Sriwijaya Air,0,Manokwari-Re...,,,A1
6/2/2017,Swearingen SA227-AC Metro III,XA-UAJ,Aeronaves TSM,0,near Tampico-Gen ...,,,A1
6/11/2017,Antonov An-32B,HK-4833,AerCaribe Cargo,0,Tarapacá Air...,,,A1
6/14/2017,Beech 200 Super King Air,TZ-DDG,Malian Aéro Company,0,Bamako Airpo...,,,A1
6/27/2017,Antonov An-2R,UR-19717,Kharkiv Aeroclub,0,near Kiliya,,,A1
7/18/2017,Boeing 737-301 (SF),PK-YGG,Tri-MG Airlines,0,Wamena Airpo...,,,A1
7/27/2017,Antonov An-2R,RA-40908,Aviation Technical Center Virazh,0,"near Poltavskaya,...",,,A1
7/29/2017,Antonov An-74TK-100,UR-CKC,Cavok Air,0,São Tomé Isl...,,,A1
8/3/2017,ATR 72-212A (ATR 72-500),PK-WFF,Wings Air,0,Medan-Kualan...,,,A1
1/6/2018,Antonov An-2TP,YV1944,Unknown,0,La Paragua A...,,,A1
1/13/2018,Boeing 737-82R (WL),TC-CPF,Pegasus Airlines,0,Trabzon Airp...,,,A1
1/16/2018,Antonov An-2,,Kazakhstan Air Defence Force,0,near Zhetygen Air...,,,A1
1/18/2018,Convair CV-580F,XA-TRB,Air Tribe,0,Brownsville-...,,,A1
1/20/2018,Let L-410UVP,UR-VTV,Galeyr Airline,0,Mogadishu Ad...,,,A1
1/25/2018,Gulfstream G200,5N-BTF,Nestoil,0,Abuja Intern...,,,A1
2/28/2018,Airbus A320-214,ES-SAN,SmartLynx Airlines Estonia,0,Tallinn-Lenn...,,,A1
3/4/2018,Boeing 737-322 (SF),9S-ASG,Serve Air,0,Lubumbashi I...,,,A1
3/15/2018,Beech B200 Super King Air,YV3284 ?,Unknown,0,"near Blue Creek, ...",,,A1
3/28/2018,Boeing 767-3Q8ER,4X-EAK,El Al,0,Tel Aviv-Ben...,,,A1
3/30/2018,Cessna 650 Citation III,N126MT,2M Leasing,0,Orlando-Cent...,,,A1
3/31/2018,Cessna 208B Grand Caravan,N9339B,Skydive the Ranch,0,near Gardiner Air...,,,A1
4/9/2018,Beech 200 Super King Air,LN-NOA,Airwing,0,Stavanger-So...,,,A1
4/13/2018,Lockheed P-3C Orion,,US Navy,0,"near Omaha, NE",,,A1
4/14/2018,Antonov An-74-200,EK-74036,Ayk Avia,0,Akola village,,,A1
4/20/2018,MD-83,N807WA,World Atlantic Airlines,0,Alexandria I...,,,A1
5/20/2018,Gulfstream G200 Galaxy,B-8129,Star Jet,0,Yangzhou Tai...,,,A1
5/21/2018,Airbus A330-243,TC-OCH,"Saudi Arabian, lsf Onur Air",0,Jeddah-King ...,,,A1
5/22/2018,Cessna 208B Grand Caravan,PT-FLW,Amazonaves Táxi Aéreo,0,near Manaus-Aeroc...,,,A1
5/22/2018,Gulfstream G200 Galaxy,N813WM,Silver Air,0,Tegucigalpa-...,,,A1
5/30/2018,Cessna 208B Grand Caravan,5X-MRH,"Air Serv Limited, opf UNHAS",0,Kamonia Airs...,,,A1
1/11/2001,DHC-6 Twin Otter 300,N824ED,Earth Data Aviation,0,near Fort Worth-M...,,,A2
1/27/2001,Antonov An-70,UR-NTK,Antonov Design Bureau,0,near Omsk,,,A2
2/19/2001,Antonov An-26,T-225,Angolan AF,0,Luena Airpor...,,,A2
2/19/2001,DHC-6 Twin Otter 100,8Q-TMA,Trans Maldivian Airways,0,Sun Island R...,,,A2
2/23/2001,Cessna 525 CitationJet,D-IWHL,private,0,Berlin-Tempe...,,,A2
3/8/2001,Cessna 525 CitationJet,N909M,Wilmington Trust,0,Hamburg-Fuhl...,,,A2
3/17/2001,Airbus A320-212,N357NW,Northwest Airlines,0,Detroit-Metr...,,,A2
3/19/2001,Embraer EMB-120RT Brasilia,N266CA,"Delta Connection, opb Comair",0,near West Palm Be...,,,A2
3/19/2001,Beech 300 Super King Air,D-CINA,Private Wings,0,near Berlin,,,A2
4/12/2001,Embraer EMB-135LR (ERJ-135LR),N735TS,American Eagle,0,Cleveland-Ho...,,,A2
4/30/2001,Cessna 560 Citation V,OE-GSW,Tyrolean Jet Services,0,Florence-Per...,,,A2
5/1/2001,DC-9-31,N9333,Northwest Airlines,0,Minneapolis-...,,,A2
5/3/2001,Beech 1900D,VH-IMH,QantasLink/Impulse,0,Cooma Airpor...,,,A2
5/10/2001,DC-9-83 (MD-83),EC-FXI,Spanair,0,Liverpool In...,,,A2
6/5/2001,Fokker F-27 Friendship 500,G-CEXF,Channel Express,0,near Jersey-State...,,,A2
6/26/2001,BAe 3112 Jetstream 31,C-GPDC,La Ronge Aviation Services,0,La Ronge Air...,,,A2
7/2/2001,Lockheed L-100-30 Hercules,N401LC,Lynden Air Cargo,0,Lake Minchum...,,,A2
1/12/2002,ATR 42-512,VP-BVE,ACES,0,near Cartagena,,,A2
1/14/2002,Tupolev Tu-204-100,RA-64011,Sibir Airlines,0,Omsk Airport...,,,A2
1/20/2002,DC-9-32,N837AT,AirTran Airways,0,Washington-D...,,,A2
1/21/2002,Airbus A321-131,JA104A,All Nippon,0,Hakodate Air...,,,A2
1/24/2002,Cessna 208B Super Cargomaster,N8RQ,Telford Aviation,0,Waterville-R...,,,A2
2/6/2002,Beech 200 Super King Air,N93LV,Lockheed Martin Vought Systems,0,Camden-Harre...,,,A2
2/7/2002,Cessna 525A CitationJet CJ2,N288G,Airdine,0,Novato Airpo...,,,A2
2/14/2002,Boeing 727-46F,N190AJ,Northern Air Cargo,0,Kotzebue Air...,,,A2
2/17/2002,Boeing 737-236,LV-ZRE,Aerolineas Argentinas,0,"San Juan, SJ",,,A2
3/1/2002,Boeing 747-436,G-BNLD,British Airways,0,near Parkes VOR,,,A2
3/2/2002,Boeing 757-222,N589UA,United Airlines,0,Seattle/Taco...,,,A2
3/6/2002,Dornier 328-110,G-BWIR,Scot Airways,0,Edinburgh-Tu...,,,A2
3/6/2002,Fokker 100,N1425A,American Airlines,0,Dallas/Fort ...,,,A2
3/9/2002,Canadair CRJ-200ER,N622BR,"United Express, opb Atlantic Coast Airlines",0,Washington-D...,,,A2
3/28/2002,Boeing S.307 Stratoliner,N19903,National Air & Space Museum,0,"Elliott Bay, WA",,,A2
3/30/2002,Beech B200C Super King Air,C-GIND,Voyageur Airways,0,Thunder Bay ...,,,A2
4/5/2002,Basler Turbo 67 (DC-3T),N115Z,U.S. Forest Service,0,Casper/Natro...,,,A2
4/18/2002,CASA/Nurtanio NC-212 Aviocar,PK-NCU,Merpati Nusantara,0,Wetar Island,,,A2
4/27/2002,DC-10-40F,N141WE,Centurion Air Cargo,0,San Salvador...,,,A2
5/8/2002,Beech Beechjet 400,N400GJ,Georgia Jet,0,Cleveland-Bu...,,,A2
5/13/2002,Boeing 767-3Y0ER,C-GHML,Air Canada,0,Toronto-Pear...,,,A2
5/18/2002,Beech A100 King Air,C-GISH,Voyageur Airways,0,North Bay Ai...,,,A2
6/4/2002,DC-9-82 (MD-82),N823NK,Spirit Airlines,0,"near Wichita, KS",,,A2
1/4/2003,Cessna 525 CitationJet,PT-XJS,JS Táxi Aéreo,0,São Paulo-Co...,,,A2
1/6/2003,Embraer EMB-145LR (ERJ-145LR),N16571,"Continental Express, opb ExpressJet Airlines",0,Cleveland-Ho...,,,A2
1/8/2003,DHC-8-401Q Dash 8,N409QX,Horizon Air,0,"near Medford, OR",,,A2
1/9/2003,DHC-3T Vazar Turbine Otter,C-FITF,Harbour Air,0,"Eden Lake, BC",,,A2
1/9/2003,Fokker F-28 Fellowship 4000,PK-PJK,Pelita Air Service,0,Gorontalo-Ja...,,,A2
1/19/2003,Boeing 757-251,N550NW,Northwest Airlines,0,New York-La ...,,,A2
1/21/2003,DHC-6 Twin Otter 200,N206EH,ERA Aviation,0,Kipnuk Airpo...,,,A2
1/23/2003,Boeing 737-2B7,PK-ALV,Star Air,0,Jakarta-Soek...,,,A2
1/29/2003,Beech B99,C-GHVI,Bearskin Airlines,0,"near Pikangikum, ON",,,A2
2/1/2003,Boeing 737-4Q8,N764AS,Alaska Airlines,0,Vancouver In...,,,A2
2/14/2003,BN-2A-21 Islander,B-03/OT-ALC,Belgian AF,0,Brasschaat A...,,,A2
2/27/2003,Concorde 101,F-BVFA,Air France,0,near Atlantic Ocean,,,A2
3/2/2003,Cessna 208B Grand Caravan,N205BA,Bering Air,0,near Kotzebue Air...,,,A2
3/5/2003,Cessna 208B Grand Caravan,N9793B,Wright Stuff,0,"near Creswell, OR",,,A2
3/10/2003,AMI DC-3-65TP,ZS-MFY,"Rossair, op.for Red Cross",0,Rumbek Airpo...,,,A2
3/12/2003,Boeing 747-412,9V-SMT,Singapore Airlines,0,Auckland Int...,,,A2
3/19/2003,Beech 1900D,9G-AGF,Ashanti Gold Fields,0,Obuasi Airstrip,,,A2
3/23/2003,Boeing 737-217 Adv,C-GKCP,Zip,0,Calgary Inte...,,,A2
4/18/2003,DC-9-32,9Q-CWF,Wetrafa,0,Brazzaville-...,,,A2
4/18/2003,Swearingen SA227-AC Metro III,C-GERW,Northern Dene Airways,0,Saskatoon Ai...,,,A2
4/25/2003,Antonov An-26,,Unknown,0,Beni Airport...,,,A2
5/14/2003,Fokker 100,F-GNLH,Blue Line,0,Paris-Charle...,,,A2
1/1/2004,DC-9-81 (MD-81),JA8297,Japan Air System,0,Tokunoshima ...,,,A2
1/5/2004,Fokker 70,OE-LFO,Austrian Airlines,0,near München-Fran...,,,A2
1/5/2004,DHC-6 Twin Otter 300,P2-KSG,Regional Air,0,Sturt Island,,,A2
1/15/2004,Boeing 747SP-86,EP-IAC,Iran Air,0,Beijing-Capi...,,,A2
1/20/2004,Swearingen SA-227AC Metro III,I-BSTI,ItAli Airlines,0,Roma-Fiumici...,,,A2
2/4/2004,Boeing 737-229C,TJ-AIO,Cameroon Airlines,0,Cotonou Airp...,,,A2
2/14/2004,DHC-3T Vazar Turbine Otter,C-GOFB,Watson's Skyways,0,Attawapiskat...,,,A2
2/20/2004,DC-9-81 (MD-81),LV-WPY,Austral Lineas Aéreas,0,Buenos Aires...,,,A2
2/21/2004,Boeing 737-59D,G-BVKC,bmibaby,0,Cardiff-Wale...,,,A2
2/25/2004,Boeing 737-210C,C-GNWN,First Air,0,Edmonton Int...,,,A2
3/3/2004,DHC-6 Twin Otter 300,N702PV,"FedEx, opb Corporate Air",0,Subic Bay In...,,,A2
3/5/2004,Lockheed C-130H Hercules,L8-2/23,Thai AF,0,Hat Yai Airp...,,,A2
3/7/2004,Cessna 208B Grand Caravan,XA-TBJ,Lynx S.A.,0,near Celaya,,,A2
3/14/2004,Cessna 525 CitationJet CJ1,D-IMMM,WDL Aviation,0,Florence-Per...,,,A2
3/23/2004,Airbus A321-211,EI-CPE,Aer Lingus,0,London-Heath...,,,A2
3/23/2004,Boeing 747-436,G-BNLK,British Airways,0,London-Heath...,,,A2
3/23/2004,Beech 200C Super King Air,VH-NTH,Northern Territory Medical Service,0,Darwin Airpo...,,,A2
4/4/2004,Antonov An-26B,UN-26582,Irbis,0,near Kyzyl,,,A2
4/13/2004,BN-2A-27 Islander,V3-HGK,Maya Island Air,0,near Belize City,,,A2
4/18/2004,Learjet 55,N355UJ,Bombardier,0,La Romana Ai...,,,A2
4/27/2004,Cessna 208B Super Cargomaster,N738FX,"FedEx, op.for Baron Aviation",0,"near Helena, AR",,,A2
4/27/2004,Boeing 737-529,UR-VVB,AeroSvit Airlines,0,Moskva-Shere...,,,A2
4/29/2004,Lockheed C-130 Hercules,,Air National Guard,0,Minneapolis-...,,,A2
5/17/2004,DHC-6 Twin Otter 300,8Q-TMC,Trans Maldivian Airways,0,Male Interna...,,,A2
5/23/2004,Let L-410UVP-E9,5Y-VVA,Blue Bird Aviation,0,near Mwingi,,,A2
5/29/2004,BAe-146-300,G-BPNT,Flightline,0,Florence-Per...,,,A2
6/15/2004,DHC-3 Otter,C-GPPL,Hawk Air,0,Dipneedle La...,,,A2
6/30/2004,DHC-6 Twin Otter 300,8P-MLK,Trans Island Air 2000,0,Saint Vincen...,,,A2
1/6/2005,Antonov An-32,PNP-234,Peruvian Police,0,Andahuaylas ...,,,A2
1/6/2005,Canadair CRJ-200ER,VT-SAL,Sahara India,0,Goa-Dabolim ...,,,A2
1/18/2005,Beech B200 Super King Air,VH-SGT,Network Aviation Australia,0,Perth Airpor...,,,A2
1/23/2005,MD-83,EC-GQG,Spanair,0,Oviedo/Avile...,,,A2
1/31/2005,ATR 42-320,OY-JRJ,Danish Air Transport,0,Bergen-Flesl...,,,A2
2/6/2005,DHC-8-315Q Dash 8,6V-AHL,Air Sénégal International,0,Tambacounda ...,,,A2
2/23/2005,DHC-6 Twin Otter 300,PK-LTY,GT Air,0,Enarotali Ai...,,,A2
3/7/2005,Airbus A310-304ET,F-OJHH,Mahan Air,0,Tehran-Mehra...,,,A2
3/9/2005,Canadair Challenger 600,N660RM,Romeo Mike Aviation Comp.,0,Tupelo-Regio...,,,A2
3/11/2005,Canadair CRJ-440LR,N8932C,"Pinnacle Airlines, op.for Northwest Airlink",0,Milwaukee-Ge...,,,A2
3/15/2005,Antonov An-26B-100,OB-1778-P,ATSA,0,Lima-J Chave...,,,A2
3/19/2005,Beech C99,C-FJMF,Courtesy Air,0,Winnipeg-Jam...,,,A2
3/29/2005,Antonov An-2R,YV-2447P,Unknown,0,Papelón,,,A2
4/21/2005,DHC-6 Twin Otter 300,DQ-FIE,Sun Air Pacific,0,Savusavu Air...,,,A2
5/6/2005,Swearingen SA227-AC Metro III,C6-REX,Western Air,0,Nassau Inter...,,,A2
5/9/2005,Rockwell Sabreliner 80,N972NR,Compass Acquisitions,0,Brownwood Ai...,,,A2
5/10/2005,Airbus A319-114,N368NB,Northwest Airlines,0,Minneapolis-...,,,A2
5/15/2005,Cessna 525A CitationJet CJ2,OY-JET,Weibel Scientific,0,Atlantic Cit...,,,A2
5/18/2005,Airbus A320-211,JY-JAR,"Jordan Aviation, op.for LTE International Airways",0,Leeds/Bradfo...,,,A2
5/22/2005,Boeing 767-31KER,C-GLMC,Skyservice Airlines,0,Punta Cana A...,,,A2
6/7/2005,MD-11F,N250UP,UPS,0,Louisville-S...,,,A2
6/12/2005,Boeing 727-2M7,5N-BCF,Chanchangi Airlines,0,Lagos-Murtal...,,,A2
1/3/2006,Antonov An-26,,Ruwenzori Air Asala,0,Fataki,,,A2
1/5/2006,Cessna 560 Citation Ultra,N391QS,NetJets,0,Minocqua-Nob...,,,A2
1/10/2006,DHC-6 Vista Liner 300,TI-BAF,Nature Air,0,Puerto Jimén...,,,A2
1/13/2006,Learjet 24F,ZS-FUN,SOS Air Ambulance,0,Kinshasa-N'D...,,,A2
1/15/2006,Cessna 550 Citation S/II,N460M,Security Aviation,0,Anchorage-Te...,,,A2
1/25/2006,Cessna 208B Grand Caravan,VH-WZJ,Aero-Tropics,0,Caloundra Ai...,,,A2
2/2/2006,Boeing 747-422,N127UA,United Airlines,0,Melbourne-Tu...,,,A2
2/2/2006,Boeing 767-338ER,VH-OGH,Qantas,0,Melbourne-Tu...,,,A2
2/5/2006,Shorts 360-300,N372AC,Air Cargo Carriers,0,Juneau-Dodge...,,,A2
2/26/2006,Antonov An-12BK,TN-AGZ,Aero Fret Business,0,Mbuji-Mayi A...,,,A2
3/2/2006,Antonov An-2,,Blue Airlines,0,Lubanimanga,,,A2
3/18/2006,Boeing 737-6D6,7T-VJQ,Air Algérie,0,Sevilla Airp...,,,A2
4/13/2006,Cessna 208 Caravan I,5H-ZBZ,MAF,0,Haydom,,,A2
4/14/2006,Lockheed C-130H Hercules,9T-TCB,D.R. Congo AF,0,Kinshasa-N'D...,,,A2
5/1/2006,DHC-7-102,C-GLPP,"Trans Capital Air, op.for UN",0,Zwedru Airport,,,A2
5/6/2006,Antonov An-2,ER-35538,Moldaeroservice,0,near Mersin,,,A2
5/15/2006,Boeing 747-430,D-ABTK,Lufthansa,0,Frankfurt In...,,,A2
5/16/2006,Cessna 525 CitationJet,N545TG,Interstate Warehousing,0,Murfreesboro...,,,A2
6/14/2006,Learjet 60,OE-GFA,Jetalliance Flugbetriebs,0,Bucharest-Ba...,,,A2
6/15/2006,Boeing 737-430,EI-COI,Air One,0,Catania-Font...,,,A2
6/20/2006,DC-9-83 (MD-83),N961TW,American Airlines,0,Chicago-O'Ha...,,,A2
6/23/2006,DC-9-83 (MD-83),SU-BOZ,"Sudan Airways, lsf AMC Aviation",0,Juba Airport...,,,A2
1/11/2007,CASA/IPTN NC-212 Aviocar 200,PK-BRM,Aviastar Mandiri,0,Sangata-Tanj...,,,A2
1/24/2007,Canadair CRJ-200ER,EC-IBM,Air Nostrum,0,Barcelona Ai...,,,A2
1/25/2007,Canadair CRJ-200LR,N17337,"America West Express, opb Mesa Airlines",0,near Woodland Par...,,,A2
1/25/2007,Beech 1900D,F-HALS,Alsair,0,St. Moritz-S...,,,A2
2/11/2007,DHC-6 Twin Otter 300,C-GKCJ,Air Inuit,0,Berbegamau A...,,,A2
2/18/2007,Embraer ERJ-170,N862RW,"Shuttle America, opf Delta Connection",0,Cleveland-Ho...,,,A2
2/26/2007,Boeing 777-222ER,N786UA,United Airlines,0,London-Heath...,,,A2
3/13/2007,DHC-8-402Q Dash 8,JA849A,"Air Central Co., op.for All Nippon",0,Kochi Airpor...,,,A2
3/14/2007,Antonov An-2R,EW-32744,Aviakompania Grodno,0,Ostromechevo...,,,A2
3/17/2007,Cessna 500 Citation I,N511AT,Air Trek,0,Beverly Airp...,,,A2
3/23/2007,Dassault Falcon 900C,N129KJ,XOJet,0,Rifle-Garfie...,,,A2
3/26/2007,Learjet 36A,N527PA,Phoenix Air,0,Hampton-Newp...,,,A2
3/29/2007,Antonov An-2T,YV-1953C,Mayor y Detal de Víveres,0,La Paragua A...,,,A2
3/29/2007,DC-9-83 (MD-83),N877GA,Allegiant Air,0,"Sanford, FL",,,A2
4/3/2007,BN-2A-21 Islander,BDF-05,Belize AF,0,Belize coast,,,A2
4/7/2007,Canadair CRJ-200LR,N77181,"Mesa Airlines, op.for United Express",0,Lake Michiga...,,,A2
4/12/2007,Canadair CRJ-200LR,N8905F,"Northwest Airlink, opb Pinnacle Airlines",0,Traverse Cit...,,,A2
5/5/2007,Embraer EMB-110 Bandeirante,PT-WAW,NHR Táxi-Aéreo,0,Rio de Janei...,,,A2
5/10/2007,Ilyushin Il-76TD,4K-AZ41,Silk Way,0,Trenton Cana...,,,A2
5/19/2007,Beech B99,N950AA,Alpine Aviation,0,Billings-Log...,,,A2
5/22/2007,Beech A100 King Air,YV1257,Aeroguaparo,0,Acarigua Air...,,,A2
5/25/2007,Douglas DC-3C,HK-3199,Aerovanguardia,0,Acaricuara A...,,,A2
6/1/2007,DHC-6 Twin Otter 300,PK-YRU,Trigana Air Service,0,Mulia Airpor...,,,A2
6/1/2007,Gulfstream G-V,HB-IMJ,G5 Executive,0,Zürich-Klote...,,,A2
6/10/2007,Dassault Falcon 900,N914DD,"Kerry Acquisitions, op.for Trishan Air",0,Santa Barbar...,,,A2
6/17/2007,BN-2A-26 Islander,N27MR,Island Air Service,0,Egegik Airpo...,,,A2
6/18/2007,Beech 1900D,ZK-EAK,"Air New Zealand Link, opb Eagle Airways",0,Blenheim-Woo...,,,A2
6/20/2007,Embraer EMB-135LR (ERJ-135LR),N731BE,American Eagle Airlines,0,Boston-Logan...,,,A2
6/20/2007,Beech 1900D,N253GL,Great Lakes Airlines,0,Laramie Regi...,,,A2
6/25/2007,DC 10-10,N450AX,"California Forestry and Fire Protection, opb 10 Tanker Air Carrie",0,"near Tehachapi, CA",,,A2
6/25/2007,Boeing 737-8AS (WL),EI-CSN,Ryanair,0,Venice-Trevi...,,,A2
1/9/2008,Airbus A319-114,N349NB,Northwest Airlines,0,Detroit-Metr...,,,A2
1/24/2008,Douglas DC-3C,HK-2006,VIARCO,0,Teresita Air...,,,A2
1/26/2008,Xian MA60,,Air Zimbabwe,0,Bulawayo-Jos...,,,A2
1/28/2008,Boeing 737-33A,PK-MBP,Merpati Nusantara,0,Merauke-Mopa...,,,A2
2/5/2008,Swearingen SA226-AT Merlin IV,N120SC,McNeely Charter Service,0,Ankeny Regio...,,,A2
2/7/2008,BN-2A-26 Islander,HI-653CA,Caribair,0,"El Prado, El...",,,A2
2/7/2008,CASA C-212-M Aviocar 300,FAC-1258,Colombian AF,0,Nuquí-Reyes ...,,,A2
2/7/2008,Boeing 717-23S,VH-NXE,"Qantas, opb National Jet Systems",0,Darwin Airpo...,,,A2
2/12/2008,Raytheon 390 Premier I,N16DK,DEKA Research & Development,0,Leesburg Exe...,,,A2
2/17/2008,Embraer ERJ-170,N828MD,"US Airways Express, opb Republic Airlines",0,Washington-R...,,,A2
2/17/2008,Airbus A319-111,N752US,US Airways,0,Washington-R...,,,A2
2/24/2008,Dornier 328-100,RP-C5328,South East Asian Airlines,0,Manila-Ninoy...,,,A2
3/7/2008,Beech B200 Super King Air,ZS-LFU,Invicta Bearings,0,Cape Town In...,,,A2
3/14/2008,Boeing 737-8D6,7T-VKA,Air Algérie,0,Sétif-Ain Ar...,,,A2
3/20/2008,Canadair Challenger 601,C-FURG,Gouvernement du Québec,0,Québec City ...,,,A2
3/21/2008,Boeing 737-8AS (WL),EI-DAF,Ryanair,0,Limoges-Bell...,,,A2
4/2/2008,Cessna 550 Citation II,OY-BZT,BenAir,0,Odense-Beldr...,,,A2
4/19/2008,Cessna 510 Citation Mustang,N54PV,California Natural Products,0,Carlsbad-McC...,,,A2
4/28/2008,DHC-3T Texas Turbine Otter,N565TA,Talkeetna Air Taxi,0,"near Talkeetna, AK",,,A2
4/29/2008,Fokker 50,5Y-VVF,Blue Bird Aviation,0,Wajir Airpor...,,,A2
4/29/2008,Beech B200 Super King Air,ZS-LYA,private,0,Harare Airpo...,,,A2
5/1/2008,Saab 340A,C-GYQM,Prince Edward Air,0,St. John's A...,,,A2
5/4/2008,Airbus A321-231,AP-BJA ?,Airblue,0,Quetta Airpo...,,,A2
5/16/2008,DHC-3T/M601 Turbine Otter,C-GSUV,Adventure Air,0,Lac du Bonne...,,,A2
5/20/2008,Antonov An-2R,RA-84642,"Avialesookhrana, op.for Krasnoyarskaya Baza Lesoohrani",0,near Boguchany,,,A2
6/1/2008,Cessna 208B Grand Caravan,N102VE,SkyDive Greensburg,0,Greensburg-D...,,,A2
1/4/2009,Cessna 650 Citation VII,XA-PYN,Aero Cabo,0,Vancouver In...,,,A2
1/4/2009,Basler Turbo 67 (DC-3T),C-GEAJ,ALCI Aviation,0,Tony Camp,,,A2
1/15/2009,Ilyushin Il-76MD,RA-76827,Russian Ministry of Interior,0,Makhachkala ...,,,A2
1/15/2009,Learjet 35A,C-GRFO,Skyservice Business Aviation,0,Casablanca-M...,,,A2
1/20/2009,Bombardier Global 5000,C-GERS,Bombardier,0,Wichita-Mid-...,,,A2
1/27/2009,Cessna 560 Citation V,OE-GAA,Tyrol Air Ambulance,0,Novosibirsk-...,,,A2
1/30/2009,C-17A Globemaster III,96-0002,USAF,0,Bagram Air B...,,,A2
2/5/2009,Learjet 35A,XB-RYT,Rajet Aeroservicios,0,Ciudad Victo...,,,A2
2/6/2009,Bombardier Global Express,N906JW,JW Asset Management,0,St. Moritz-S...,,,A2
2/9/2009,Airbus A321-211,F-GYAJ,Air Méditerranée,0,Paris-Charle...,,,A2
2/14/2009,CASA C-212 Aviocar 200,N440RA,Arctic Transportation Services,0,near Kotzebue-Ral...,,,A2
2/28/2009,Saab 2000,YR-SBI,Carpatair,0,Timisoara Ai...,,,A2
3/3/2009,Swearingen SA226-TC Metro II,C-FSLZ,Perimeter Airlines,0,Winnipeg-Jam...,,,A2
3/4/2009,Cessna 208 Caravan I,5X-ASI,Air Serv Limited,0,Maridi Airport,,,A2
3/20/2009,Airbus A340-541,A6-ERG,Emirates,0,Melbourne-Tu...,,,A2
4/11/2009,Cessna 208B Grand Caravan,RDPL-34144,Lao Air,0,Thulakhôm di...,,,A2
4/20/2009,Boeing 767-36NER,CN-RNT,RAM,0,New York-Joh...,,,A2
4/21/2009,Bombardier DHC-8-402Q Dash 8,C-GLQD,Porter Airlines,0,Ottawa/Macdo...,,,A2
5/4/2009,Airbus A320-211,N311US,Northwest Airlines,0,Denver Inter...,,,A2
5/6/2009,Cessna 208B Grand Caravan,D-FOLE,OLT,0,near Dornum,,,A2
5/8/2009,Boeing 747-48EF,HL7419,Asiana Airlines,0,near Frankfurt In...,,,A2
5/30/2009,ATR 42-500,AP-BHO,PIA,0,Lahore Airpo...,,,A2
6/3/2009,DHC-6 Twin Otter 300,SE-GEE,Skydive Airlines,0,Gryttjom air...,,,A2
6/3/2009,MD-11F,B-2175,China Cargo Airlines,0,Urumqi Airpo...,,,A2
6/9/2009,MD-11F,HZ-ANB,Saudi Arabian,0,Khartoum-Civ...,,,A2
6/10/2009,Beech 200C Super King Air,ZS-PNZ,Aviation Asset Management,0,Lanseria Int...,,,A2
6/14/2009,Dornier 328-110,PK-TXN,Express Air,0,Tanahmerah A...,,,A2
1/2/2010,Swearingen SA227-AC Metro III,N227ML,Locair,0,Somerset-Lak...,,,A2
1/6/2010,Cessna 208B Grand Caravan,A2-AKG,Mack Air,0,Piajo Airstr...,,,A2
1/6/2010,Beech C99,N206AV,Ameriflight,0,Kearney Regi...,,,A2
1/8/2010,Dassault Falcon 20C,XA-PCC,Aerotaxis Dos Mil,0,Vail-Eagle C...,,,A2
1/10/2010,Airbus A319-131,N816UA,United Airlines,0,Newark-Liber...,,,A2
1/21/2010,Embraer EMB-145LU (ERJ-145LU),XA-WAC,Aeroméxico Connect,0,Tijuana-Rodr...,,,A2
1/21/2010,Boeing 747-4R7F,LX-OCV,Cargolux,0,Luxembourg-F...,,,A2
1/28/2010,Antonov An-26B,4L-IFE,"Aquiline International, op.for Manunggal Air",0,Wamena Airpo...,,,A2
2/2/2010,Lockheed C-130E Hercules,1506,Polish AF,0,Mazar-I-Shar...,,,A2
2/4/2010,Antonov An-24RV,RA-47360,Yakutia Airlines,0,Yakutsk Airp...,,,A2
2/6/2010,MD-81,OY-KHP,SAS,0,Grenoble-Sai...,,,A2
2/17/2010,Cessna 208B Grand Caravan,N207DR,Grant Aviation,0,near Kwigillingok...,,,A2
2/17/2010,Embraer Phenom 100,PR-UUT,Air Minas Linhas Aéreas,0,São Paulo-Ca...,,,A2
2/18/2010,Cessna 208B Super Cargomaster,N892FE,"FedEx, opb West Air",0,Sacramento I...,,,A2
2/24/2010,DHC-6 Twin Otter 300,C-FAKB,Flightline Investments,0,near London Gatwi...,,,A2
3/12/2010,Alenia G-222,NAF 950,Nigerian AF,0,Port Harcour...,,,A2
3/24/2010,Boeing 727-225F,C-GCJZ,Cargojet Airways,0,Moncton/Grea...,,,A2
3/28/2010,Beech 200C Super King Air,5Y-BLA,Aircraft Leasing Services,0,Wajir Airpor...,,,A2
4/12/2010,DHC-6 Twin Otter 300,C-GKBC,Kenn Borek Air,0,Melville Isl...,,,A2
4/13/2010,Airbus A330-342,B-HLL,Cathay Pacific,0,Hong Kong-Ch...,,,A2
4/19/2010,DHC-6 Twin Otter 300,9N-ABX,Nepal Airlines,0,Kangel Danda...,,,A2
