date,type,registration,operator,fat.,location,Column1,pic,cat
5/22/2001,Antonov An-12B,RA-12135,Russian AF,7,"near Myakotino, Z...",,,A1
6/2/2001,Antonov An-2,,Volgograd Air Club,3,"Metallurg, V...",,,A1
6/15/2001,Transall C-160NG,PK-VTP,Manunggal Air,1,Jayapura-Sen...,,,A1
7/4/2001,Tupolev Tu-154M,RA-85845,Vladivostokavia,145,near Burdakovka,,,A1
1/4/2002,Canadair Challenger 604,N90AG,Epps Air Service,5,Birmingham I...,,,A1
1/9/2002,Lockheed KC-130R Hercules,160021,USMC,7,near Shamsi,,,A1
1/14/2002,Embraer EMB-120RT Brasilia,EC-GTJ,Ibertrans Aérea,3,near Zaldívar,,,A1
1/15/2002,DHC-6 Twin Otter 300,XC-FIT,Mexican Government,4,Chilpancingo...,,,A1
1/16/2002,Boeing 737-3Q8,PK-GWA,Garuda,1,near Yokyakarta,,,A1
1/17/2002,Fairchild FH-227E,HC-AYM,Petroproduccion,26,Cerro El Tigre,,,A1
1/27/2002,Antonov An-12,T-304,Angolan AF,5,near Luena,,,A1
1/28/2002,Boeing 727-134,HC-BLF,TAME Ecuador,94,near Ipiales,,,A1
2/7/2002,Antonov An-12BP,UR-LIP,Volare,8,near Agadir,,,A1
2/12/2002,Tupolev Tu-154M,EP-MBS,Iran Airtour,119,near Sarab-e Do Rah,,,A1
2/15/2002,Antonov An-12BP,ER-ADL,Tiramavia,1,near Monrovia-Rob...,,,A1
2/21/2002,Antonov An-26,07 red,Russian Navy,17,near Lakhta Air Base,,,A1
3/9/2002,Antonov An-2TP,LY-AVD,Svedijos Prekés,3,near Rocca di Mezzo,,,A1
3/14/2002,Antonov An-2R,CU-T1020,Aerotaxi,16,near Placetas,,,A1
3/15/2002,Cessna 208B Super Cargomaster,N228PA,Priority Air Charter,1,"near Alma, WI",,,A1
3/17/2002,Let L-410UVP-E,J2-KBC,Djibouti Airlines,4,near Djibouti-Amb...,,,A1
4/15/2002,Boeing 767-2J6ER,B-2552,Air China,129,near Pusan-Kimhae...,,,A1
4/19/2002,Antonov An-32A,HK-4171X,SELVA Colombia,3,Popayán-Guil...,,,A1
5/4/2002,BAC One-Eleven 525FT,5N-ESF,EAS Airlines,149,Kano,,,A1
5/7/2002,Boeing 737-566,SU-GBI,EgyptAir,14,near Tunis-Cartha...,,,A1
5/8/2002,T-39N Sabreliner,165522,US Navy,3,"near Pensacola, F...",,,A1
5/8/2002,North-American Rockwell T-39N Sabre,165525,US Navy,4,"near Pensacola, F...",,,A1
5/21/2002,Let L-410UVP,9Q-CGX,Sky Executive,5,near Calabar Airp...,,,A1
5/25/2002,Boeing 747-209B,B-18255,China Airlines,225,near Penghu islan...,,,A1
5/25/2002,DHC-6 Twin Otter 300,PK-YPZ,Trigana Air Service,6,near Nabire,,,A1
6/1/2002,BAe BAe-748-372 Srs. 2B,ZS-OJU,Airquarius,3,near George,,,A1
1/8/2003,Beech 1900D,N233YV,"US Airways Express, opb Air Midwest",21,Charlotte-Do...,,,A1
1/8/2003,Avro RJ100,TC-THG,THY,75,Diyarbakir A...,,,A1
1/9/2003,Fokker F-28 Fellowship 1000,OB-1396,TANS,46,near Chachapoyas,,,A1
1/17/2003,Antonov An-24B,ER-AFT,"Tiramavia, op.for Aerocom",7,near Ndjolé,,,A1
1/24/2003,Grumman G-159 Gulfstream I,5Y-EMJ,African Commuter Services,3,Busia,,,A1
1/31/2003,Ilyushin Il-76TD,RDPL-34141,Euro Asia Aviation,6,near Baucau-Cakun...,,,A1
2/19/2003,Ilyushin Il-76MD,15-2280,Iranian Revolutionary Guard,275,near Kerman,,,A1
2/20/2003,Fokker F-27 Friendship 200,10254,Pakistan AF,17,near Kohat,,,A1
3/1/2003,Let L-410UVP,FLARF-01032,Borki Air Club,11,near Borki,,,A1
3/6/2003,Boeing 737-2T4,7T-VEZ,Air Algérie,102,Tamanrasset ...,,,A1
3/15/2003,Cessna 501 Citation I/SP,N70FJ,Dancing Wind Aviation,3,"near Carey, ID",,,A1
3/25/2003,Cessna 208B Grand Caravan,N5512B,One Leasing,3,near El Paujil,,,A1
3/27/2003,DHC-6 Twin Otter 300,PK-WAY,Air Regional,4,near Mulia,,,A1
4/4/2003,Beech B200 King Air,N257CG,FS Corsair Inc,6,near Fitchburg Mu...,,,A1
4/8/2003,Dassault Falcon 20C,N183GA,Grand Aire Express,3,"near Toledo, OH",,,A1
4/14/2003,Grumman HU-16C Albatross,N7026Y,private,3,near Chetumal Air...,,,A1
4/26/2003,Sino Swearingen SJ30-2,N138BF,Sino Swearingen,1,"near Loma Alta, TX",,,A1
5/8/2003,Ilyushin Il-76MD,UR-UCB,"Ukrainian Cargo Airways, op.for D.R. Congo AF",7,near Kinshasa,,,A1
5/16/2003,Antonov An-12BK,T-307,Angolan AF,4,near Menongue,,,A1
5/21/2003,Learjet U-36A,9202,Japanese Navy,4,Iwakuni MCAS,,,A1
1/3/2004,Boeing 737-3Q8,SU-ZCF,Flash Airlines,148,near Sharm el Sheikh,,,A1
1/13/2004,Yakovlev Yak-40,UK-87985,Uzbekistan Airways,37,Tashkent Air...,,,A1
1/17/2004,Cessna 208B Grand Caravan,C-FAGA,Georgian Express,10,near Pelee Island...,,,A1
1/28/2004,Beech 1900D,7T-VIN,Tassili Airlines,1,near Ghardaïa-Nou...,,,A1
2/10/2004,Fokker 50,EP-LCA,Kish Air,43,near Sharjah Airp...,,,A1
2/24/2004,Cessna 500 Citation I,OE-FAN,City-jet Luftfahrtgesellschaft,6,near Cagliari-Elm...,,,A1
2/26/2004,Beech 200 Super King Air,Z3-BAB,Macedonian Government,9,near Mostar Airpo...,,,A1
3/4/2004,Ilyushin Il-76MD,UR-ZVA,Azov-Avia Airlines,3,near Baku Airport...,,,A1
3/10/2004,Cessna UC-35D Citation Encore,165938,USMC,4,near San Diego-Mi...,,,A1
3/16/2004,Beech 1900C,N27RA,USAF,5,near Tonopah-Test...,,,A1
3/24/2004,Antonov An-2SX,RA-33596,private,3,within Pavlovsky di...,,,A1
5/4/2004,Cessna 208B Grand Caravan,YV-O-CBL-7,Bolívar Government,7,Chimanta Mou...,,,A1
5/5/2004,Swearingen SA227-AC Metro III,HK-4275X,Aerotransporte Petrolero,5,Carepa-Anton...,,,A1
5/6/2004,Let L-410UVP,9XR-EF,Kush Air,6,"Jiech, Jongl...",,,A1
5/11/2004,Antonov An-12BP,ST-SIG,El Magal Aviation,7,near Tatal,,,A1
5/14/2004,Embraer EMB-120ER Brasilia,PT-WRO,Rico Linhas Aéreas,33,"near Manaus, AM",,,A1
5/18/2004,Ilyushin Il-76TD,4K-AZ27,"Silk Way, op.for Azal Cargo",7,near Urumqi Airpo...,,,A1
5/18/2004,Antonov An-2P,UN-70276,Araiavia,1,Bozoy,,,A1
5/25/2004,DHC-6 Twin Otter 300,9N-AFD,Yeti Airlines,3,near Lukla,,,A1
6/8/2004,Hawker Siddeley HS-748,TR-LFW,Gabon Express,19,near Libreville A...,,,A1
6/14/2004,Volpar Turboliner,N401CK,Bellair,1,near Kodiak Airpo...,,,A1
6/26/2004,Lisunov Li-2T,RA-1300K,FLA RF,4,near Moskva-Myach...,,,A1
7/2/2004,IAI 1124 Westwind,N280AT,Air Trek,7,Panama City-...,,,A1
1/8/2005,Antonov An-12,9Q-CIH,Services Air,6,Bukalaza,,,A1
1/13/2005,Embraer EMB-110P1 Bandeirante,N49BA,AirNow,1,Keene-Dillan...,,,A1
1/13/2005,Antonov An-2,RA-62597,Tura Air Enterprise,9,near Tura,,,A1
2/3/2005,Ilyushin Il-76TD,ST-EWB,Air West,7,near Khartoum-Civ...,,,A1
2/3/2005,Boeing 737-242,EX-037,"Phoenix Aviation, op.for Kam Air",105,near Kabul Airpor...,,,A1
2/16/2005,Cessna 560 Citation V,N500AT,Circuit City Stores,8,near Pueblo Memor...,,,A1
2/22/2005,CASA/Nurtanio NC-212 Aviocar,P-2032,Indonesian Police,15,near Sarmi Airpor...,,,A1
2/24/2005,IAI 1124 Westwind,XC-COL,Colima State Government,7,near El Devanador...,,,A1
3/16/2005,Antonov An-24RV,RA-46489,"Kuzbassaviafrakht, op.for Regional Airlines",28,near Varandey Air...,,,A1
3/23/2005,Ilyushin Il-76TD,ER-IBR,Airline Transport,8,near Mwanza Airpo...,,,A1
3/26/2005,Let L-410UVP-E,HK-4146,West Caribbean Airways,9,Providencia-...,,,A1
3/31/2005,Lockheed MC-130H Combat Talon II,87-0127,USAF,9,near Rovie,,,A1
3/31/2005,Antonov An-28,3C-ZZY,Gran Propeller,3,near Kampene,,,A1
4/12/2005,DHC-6 Twin Otter 100,PK-LTZ,GT Air,17,near Enarotali,,,A1
4/20/2005,Boeing 707-3J9C,EP-SHE,Saha Air,3,Tehran-Mehra...,,,A1
4/20/2005,Lockheed P-3B Orion,N926AU,Aero Union,3,"near Chico, CA",,,A1
4/28/2005,Let L-410UVP,EP-830,Peruvian Army,13,near Pisco,,,A1
5/5/2005,Antonov An-26B,EK-26060,"Aeroworld, op.for Kisangani Airlift",10,near Kisangani,,,A1
5/7/2005,Swearingen SA227-DC Metro 23,VH-TFU,"Transair Australia, op.for Aero-Tropics",15,near Lockhart Riv...,,,A1
5/18/2005,Harbin Yunshuji Y-12 II,AF-216,Zambian Air Force,13,near Mongu Airpor...,,,A1
5/25/2005,Antonov An-12BP,9Q-CVG,Victoria Air,27,near Biega,,,A1
6/2/2005,Antonov An-24B,ST-WAL,"al-Majal Company, op.for Marsland Aviation",7,Khartoum-Civ...,,,A1
1/2/2006,BAe-125-700A,P4-AOD,Avcom,3,near Kharkov Airp...,,,A1
1/9/2006,Dassault Falcon 20E,15-2233,Iranian Revolutionary Guard,11,near Orumiyeh,,,A1
1/10/2006,Rockwell T-39N Sabreliner,165524,US Navy,4,"near Villanow, GA",,,A1
1/19/2006,Antonov An-24V,5605,Slovak AF,42,near Hejce,,,A1
1/21/2006,Cessna 208B Grand Caravan,C-GRXZ,Sonicblue Airways,3,near Port Alberni...,,,A1
1/24/2006,Cessna 560 Citation V,N86CE,Goship Air,4,Carlsbad-McC...,,,A1
2/3/2006,Beech 200 Super King Air,N266EB,private,6,Myrtle Beach...,,,A1
2/5/2006,Shorts 360-100,N3735W,Air Cargo Carriers,3,"near Watertown, WI",,,A1
2/8/2006,Swearingen SA226-TC Metro II,N629EK,TriCoastal Air,1,"near Paris, TN",,,A1
2/11/2006,Antonov An-26,7799,Sudan AF,20,Aweil Airport,,,A1
2/16/2006,Cessna 501 Citation I/SP,D-IMRX,Hasit Trockenmörtel,6,near Buschin,,,A1
3/9/2006,Learjet 35A,T-21,Argentine AF,6,near La Paz-El Al...,,,A1
3/24/2006,Cessna 208B Grand Caravan,HC-BXD,ATESA,5,near Cuenca-Maris...,,,A1
3/31/2006,Let L-410UVP-E20,PT-FSE,TEAM,19,"near Rio Bonito, RJ",,,A1
4/10/2006,Harbin Yunshuji Y-12 II,132,Kenyan AF,14,near Marsabit,,,A1
4/16/2006,Fokker F-27 Friendship 400M,FAB-91,TAM,1,Guayaramerín...,,,A1
4/23/2006,Antonov An-74TK-200,UR-74038,"Kharkov State Aircraft Mf. Co., op.for Libyan Arab Rep. Air Force",6,Kousséri,,,A1
4/23/2006,Antonov An-2R,RF-00451,"Yugavia, op.for ROSTO Shahty",4,near Tersky,,,A1
4/24/2006,Antonov An-32B,ZS-PDV,"U.S. Department of State, opb Air Million Cargo",5,Bost/Lashkar...,,,A1
4/27/2006,Convair CV-580F,ZS-SKH,"Skyhaul, op.for LAC - SkyCongo",8,Amisi Airport,,,A1
4/28/2006,Cessna 208B Grand Caravan,ZS-ADL,"King Air Services, op.for UN",3,Margarita Mo...,,,A1
5/3/2006,Airbus A320-211,EK32009,Armavia,113,near Adler/Sochi ...,,,A1
5/5/2006,IAI Arava 201,GN-8168,Venezuela ANG,5,near Caracas,,,A1
5/14/2006,Convair CV-580,C-GSKJ,Saskatchewan Gvt.,1,near La Ronge Air...,,,A1
5/23/2006,DHC-6 Twin Otter 300,S9-BAL,Air São Tomé & Principe,4,near São Tomé Isl...,,,A1
6/3/2006,Shaanxi KJ-200 (Y-8),,China Air Force,40,near Yaocun,,,A1
6/11/2006,Lockheed C-130H Hercules,TT-PAF,Chad AF,5,Abéché Airpo...,,,A1
6/17/2006,Antonov An-2P,UN-70367,Flamingo,1,near Taiynsha,,,A1
6/21/2006,DHC-6 Twin Otter 300,9N-AEQ,Yeti Airlines,9,near Jumla Airpor...,,,A1
6/24/2006,Cessna 560 Citation Encore,N486SB,Aero Charter Services,1,Upland-Cable...,,,A1
1/1/2007,Boeing 737-4Q8,PK-KKW,AdamAir,102,near Pambauang,,,A1
1/7/2007,Beech A100 King Air,C-GFFN,Transwest Air,1,Sandy Bay Ai...,,,A1
1/9/2007,Antonov An-26B-100,ER-26068,Aeriantur-M Airlines,34,near Balad Air Base,,,A1
1/25/2007,Fokker 100,F-GMPG,Régional,1,Pau-Uzein Ai...,,,A1
2/6/2007,Beech 200 Super King Air,N45MF,Metro Aviation,3,"near Belgrade , MT",,,A1
2/6/2007,Beech 200C Super King Air,VQ-TIU,Air Turks & Caicos,1,near North Caicos...,,,A1
2/15/2007,Cessna 208B Grand Caravan,5Y-BNN,Stellavia,1,near Walikale,,,A1
3/7/2007,Boeing 737-497,PK-GZC,Garuda,21,Yogyakarta-A...,,,A1
3/17/2007,Tupolev Tu-134A-3,RA-65021,UTair Aviation,6,Samara Airpo...,,,A1
4/25/2007,BN-2A-27 Islander,8R-GET,ASL,3,near Kopinang,,,A1
5/5/2007,Boeing 737-8AL,5Y-KYA,Kenya Airways,114,near Douala Airpo...,,,A1
5/6/2007,DHC-6 Twin Otter 300,742/F-RACB,"French AF, op.for MFO",9,near El-Thamad,,,A1
5/17/2007,Let L-410UVP,TN-AHE,Safe Air Company,3,near Walikale,,,A1
5/24/2007,DHC-6 Twin Otter 300,FAP-303,Peruvian AF,13,near Pampa Hermosa,,,A1
6/2/2007,DHC-3T Texas Turbine Otter,C-GZCW,Black Sheep Aviation & Cattle Co.,1,Mayo Airport...,,,A1
6/4/2007,Cessna 550 Citation II,N550BP,Marlin Air,6,near Milwaukee-Ge...,,,A1
6/21/2007,Let L-410UVP,9Q-CEU,Karibu Airways,1,near Kamina,,,A1
6/25/2007,Antonov An-24B,XU-U4A,PMT Air,22,Phnom Damrey,,,A1
1/4/2008,Let L-410UVP-E3,YV2081,Transaven,14,near Los Roques A...,,,A1
1/11/2008,Antonov An-2R,HA-MKK,Letalska sola Solt,1,near Trbovlje,,,A1
1/14/2008,Beech 1900C-1,N410UB,Alpine Aviation,1,"near Lihue, HI",,,A1
1/19/2008,Beech B200 Super King Air,D2-FFK,Gira Globo,13,near Bailundo,,,A1
1/23/2008,CASA C-295M,19,Polish AF,20,near Miroslawiec ...,,,A1
1/26/2008,CASA/IPTN NC-212 Aviocar 200,PK-VSE,Dirgantara Air Services,3,near Long Apung A...,,,A1
2/18/2008,Cessna 650 Citation III,N385EM,private,3,Caico Seco,,,A1
2/21/2008,ATR 42-300,YV1449,Santa Bárbara Airlines,46,near Mérida-A Car...,,,A1
3/4/2008,Cessna 500 Citation I,N113SH,Interstate Helicopters,5,near Oklahoma Cit...,,,A1
3/15/2008,Beech 1900D,5N-JAH,Wings Aviation,3,near Bushi Villag...,,,A1
3/30/2008,Cessna 500 Citation I,VP-BGE,private,5,near London-Biggi...,,,A1
4/3/2008,Antonov An-28,PZ-TSO,Blue Wing Airlines,19,Lawa-Antino ...,,,A1
4/8/2008,Antonov An-26,265,Vietnam People's Air Force,5,Hanoi,,,A1
4/9/2008,Swearingen SA227-AC Metro III,VH-OZA,Airtex Aviation,1,near Sydney-Kings...,,,A1
4/11/2008,Antonov An-32B,ST-AZL,Kata Air Transport,8,Chisinau Air...,,,A1
4/15/2008,DC-9-51,9Q-CHN,Hewa Bora Airways,40,Goma Airport...,,,A1
4/16/2008,Antonov An-32,3C-5GE,Equatorial Guinea National Guard,13,near Annobón Island,,,A1
5/2/2008,Beech 1900C,5Y-FLX,"Flex Air, op.for Southern Sudan Air Connection",21,near Rumbek,,,A1
5/10/2008,Antonov An-2R,YR-PBL,Victor Avia,1,near Ulmeni,,,A1
5/23/2008,Beech 1900C,N195GA,Alpine Aviation,1,near Billings-Log...,,,A1
5/26/2008,Antonov An-12BP,RA-12957,Moskovia Airlines,9,near Chelyabinsk ...,,,A1
5/30/2008,Airbus A320-233,EI-TAF,TACA,5,Tegucigalpa-...,,,A1
6/10/2008,Airbus A310-324,ST-ATN,Sudan Airways,30,Khartoum-Civ...,,,A1
1/15/2009,Ilyushin Il-76MD,RA-76825,Russian Ministry of Interior,4,Makhachkala ...,,,A1
2/7/2009,Embraer EMB-110P1 Bandeirante,PT-SEA,Manaus Aerotáxi,24,near Santo Antóni...,,,A1
2/12/2009,DHC-8-402Q Dash 8,N200WQ,"Colgan Air, opf Continental Connection",50,near Buffalo Niag...,,,A1
2/15/2009,HESA IrAn-140-100,HESA90-04,HESA,5,near Isfahan/Shah...,,,A1
2/18/2009,Basler Turbo 67 (DC-3T),FAC-1670,Colombian AF,5,near Palanquero-G...,,,A1
2/20/2009,Antonov An-12B,S9-SVN,Aerolift,5,Luxor Airpor...,,,A1
2/25/2009,Boeing 737-8F2,TC-JGE,THY,9,near Amsterdam-Sc...,,,A1
3/1/2009,Beech 100 King Air,YV2129,Command Air,6,"near San Miguel, ...",,,A1
3/6/2009,National Aerospace Laboratories (NA,VT-XRM,National Aerospace Laboratories,3,near Bidadi,,,A1
3/6/2009,GAF Nomad N.22B,L9-5/25,Thai AF,1,Lop Buri Air...,,,A1
3/9/2009,Ilyushin Il-76T,S9-SAB,Aerolift,11,near Entebbe Airp...,,,A1
3/19/2009,Beech 200 Super King Air,AEE-101,Ecuador Army,7,near Quito-Marisc...,,,A1
3/31/2009,PZL-Mielec M28TD Bryza 2RF,1007,Polish Navy,4,Gdynia-Babie...,,,A1
4/2/2009,BN-2A Islander,RP-C764,Chemtrad Aviation,7,Barangay San...,,,A1
4/6/2009,Fokker F-27 Friendship 400M,A-2703,Indonesian AF,24,Bandung-Huse...,,,A1
4/9/2009,BAe-146-300,PK-BRD,Aviastar Mandiri,6,near Wamena (WMX),,,A1
4/17/2009,Cessna 208B Grand Caravan,YV1181,Línea Turística Aereotuy - LTA,1,Canaima Airp...,,,A1
4/25/2009,Lockheed SP-2H Neptune,N442NA,Neptune Aviation Services,3,"near Stockton, UT",,,A1
4/29/2009,Boeing 737-275,TL-ADM,Bako Air,7,"Massamba, Ba...",,,A1
4/30/2009,Antonov An-2,RF-00842,Yakutsk ASK ROSTO,3,Oi (Nemyugyu...,,,A1
5/10/2009,BAe 3212 Jetstream 32,YV1467,private,1,near Utila Airpor...,,,A1
5/20/2009,Lockheed L-100-30 Hercules,A-1325,Indonesian AF,99,near Madiun-Iswah...,,,A1
5/22/2009,Beech B300 King Air 350,PR-MOZ,Santa Coloma Investimentos,14,Porto Seguro...,,,A1
5/26/2009,Antonov An-26,9Q-CSA,Services Air,3,near Isiro-Matari...,,,A1
6/1/2009,Airbus A330-203,F-GZCP,Air France,228,near São Pedro an...,,,A1
6/7/2009,BN-2A-27 Islander,C-FJJR,Strait Air,1,near Port Hope Si...,,,A1
6/8/2009,Antonov An-32,K3062,Indian AF,13,Rinchi villa...,,,A1
1/25/2010,Boeing 737-8AS (WL),ET-ANB,Ethiopian Airlines,90,near Beirut Inter...,,,A1
1/28/2010,GAF Nomad N.22B,18,Philippine AF,9,near Cotabato-Awa...,,,A1
4/10/2010,Tupolev Tu-154M,101,Polish AF,96,near Smolensk Air...,,,A1
4/12/2010,Rockwell T-39N Sabreliner,165513,US Navy,4,"near Morganton, F...",,,A1
4/13/2010,Airbus A300B4-203F,XA-TUE,Aerounion,6,near Monterrey-Ge...,,,A1
4/21/2010,Antonov An-12BP,UP-AN216,"Almaty Aviation, op.for Interisland Airlines",3,Barangay Lap...,,,A1
5/12/2010,Airbus A330-202,5A-ONG,Afriqiyah Airways,103,near Tripoli Inte...,,,A1
5/15/2010,Antonov An-28,PZ-TSV,Blue Wing Airlines,8,near Poeketi,,,A1
5/17/2010,Antonov An-24V,YA-PIS,Pamir Airways,44,Salang Pass,,,A1
5/21/2010,Beech 200 Super King Air,D2-FFT,Grupo Chicoil,3,near Caxito,,,A1
5/22/2010,Boeing 737-8HG (WL),VT-AXV,Air India Express,158,Mangalore-Ba...,,,A1
6/14/2010,Cessna 208B Grand Caravan,XA-TWK,"Grupo Aéreo Xiknal, op.for Servicios Aéreos Milenio",9,near Felipe Carri...,,,A1
6/19/2010,CASA C-212-CB Aviocar 100,TN-AFA,Aéro-Service,11,near Mintom,,,A1
6/23/2010,Beech A100 King Air,C-FGIN,Aéropro,7,near Québec City ...,,,A1
1/1/2011,Tupolev Tu-154B-2,RA-85588,Kolavia,3,Surgut Airpo...,,,A1
1/9/2011,Boeing 727-286,EP-IRP,Iran Air,78,near Urmia (Orumi...,,,A1
1/14/2011,Beech B200 Super King Air,PR-ART,CMN Construtora Meio Norte,6,near Senador Cane...,,,A1
2/4/2011,Raytheon Hawker 850XP,OD-SKY,Sky Lounge Services,7,Sulaymaniyah...,,,A1
2/10/2011,Swearingen SA227-BC Metro III,EC-ITP,"Flightline, op.for Manx2",6,Cork Airport...,,,A1
2/12/2011,CASA/Nurtanio NC-212 Aviocar,PK-ZAI,Sabang Merauke Raya Air Charter,5,near Tanjung Pina...,,,A1
2/14/2011,Let L-410UVP-E20,HR-AUQ,Central American Airways,14,El Espino,,,A1
3/5/2011,Antonov An-148-100E,61708,VASO,6,"Garbuzovo, B...",,,A1
3/16/2011,Beech 200 Super King Air,N849BM,Carde Equipment Sales,5,Long Beach M...,,,A1
3/21/2011,Antonov An-12BP,TN-AGK,Trans Air Congo,23,near Pointe Noire...,,,A1
3/28/2011,Cessna 550 Citation II,B-7026,Zhong Fei General Aviation Co.,3,Manas County...,,,A1
3/31/2011,DHC-3T Texas Turbine Otter,C-GMCW,Black Sheep Aviation & Cattle Co.,1,"near Mayo, YT",,,A1
4/1/2011,CASA C-212-CC40 Aviocar 200,C-FDKM,Fugro Aviation Canada,1,near Saskatoon Ai...,,,A1
4/2/2011,Gulfstream G650,N652GD,Gulfstream Aerospace,4,Roswell Inte...,,,A1
4/4/2011,Canadair CRJ-100ER,4L-GAE,"Georgian Airways, op.for UN",32,Kinshasa-N'D...,,,A1
5/7/2011,Xian MA60,PK-MZK,Merpati Nusantara,25,near Kaimana-Utar...,,,A1
5/18/2011,Saab 340A,LV-CEJ,SOL Líneas Aéreas,22,"near Prahuaniyeu, RN",,,A1
6/20/2011,Tupolev Tu-134A-3,RA-65691,"RusAir, op.for RusLine",47,near Petrozavodsk...,,,A1
7/4/2011,Cessna 208B Grand Caravan,C-FMCB,Missinippi Airways,1,Pukatawagan ...,,,A1
7/6/2011,Ilyushin Il-76TD,4K-AZ55,Silk Way,9,near Bagram Air B...,,,A1
7/8/2011,Boeing 727-22 (WL),9Q-COP,Hewa Bora Airways,77,Kisangani-Ba...,,,A1
7/11/2011,Antonov An-24RV,RA-47302,Angara Airlines,7,near Strezhevoy,,,A1
1/30/2012,Antonov An-28,9Q-CUN,TRACEP-Congo Aviation,3,near Namoya,,,A1
2/12/2012,Gulfstream G-IV,N2SA,"Trident Aviation Services, op.for Katanga Express",6,Bukavu-Kavum...,,,A1
2/28/2012,Cessna 208B Grand Caravan,PT-PTB,CTA - Cleiton Taxi Aéreo,1,near Manaus-Aeroc...,,,A1
3/1/2012,Cessna 750 Citation X,N288CX,Asia Today,5,near Egelsbach Ai...,,,A1
3/15/2012,Lockheed C-130J-30 Super Hercules,5630,Norwegian AF,5,Mount Kebnek...,,,A1
3/15/2012,Cessna 501 Citation I/SP,N7700T,private,5,Franklin-Mac...,,,A1
3/22/2012,Beech B300 Super King Air 350,CC-AEB,INAER Helicopter Chile,8,near Puerto Aguirre,,,A1
4/2/2012,ATR 72-201,VP-BYZ,UTair Aviation,33,near Tyumen Airpo...,,,A1
4/20/2012,Boeing 737-236A,AP-BKC,Bhoja Airlines,127,near Islamabad-Be...,,,A1
4/21/2012,Curtiss C-46F,CP-1319,SkyTeam Cargo,3,Santa Cruz-V...,,,A1
5/9/2012,Sukhoi Superjet 100-95B,97004,Sukhoi Civil Aircraft,45,near Jakarta,,,A1
5/14/2012,Dornier 228-212,9N-AIG,Agni Air,15,near Jomsom Airpo...,,,A1
6/2/2012,Boeing 727-221F,5N-BJN,Allied Air,10,Accra-Kotoka...,,,A1
6/3/2012,DC-9-83 (MD-83),5N-RAM,Dana Air,159,near Lagos-Murtal...,,,A1
6/10/2012,Let L-410UVP,UR-SKD,Ukrainska Shkola Pilotov,5,Borodyanka,,,A1
6/11/2012,Antonov An-2R,RA-40312,Avia Zov,13,"near Serov, Sverd...",,,A1
6/21/2012,Fokker F-27 Friendship 400M,A-2708,Indonesian AF,11,near Jakarta-Hali...,,,A1
6/23/2012,Cessna 208B Grand Caravan,EJC-1131,Colombian Army,4,"near La Leona,Toc...",,,A1
7/1/2012,Lockheed C-130H Hercules,93-1458,USAF,4,"near Edgemont, SD",,,A1
7/12/2012,Harbin Yunshuji Y-12 II,5T-MAE,Mauritanian AF,7,near Nouakchott A...,,,A1
7/13/2012,Gulfstream G-IV,N823GA,Universal Jet Aviation,3,Le Castellet...,,,A1
7/22/2012,Let L-410UVP-E3,RF-00138,DOSAAF,1,Bolshoe Gryz...,,,A1
7/28/2012,Beech B200 King Air,PR-DOC,Vilma Alimentos,8,Juiz de Fora...,,,A1
1/4/2013,BN-2A-27 Islander,YV2615,Transaereo 5074,6,between Los ...,,,A1
1/15/2013,Cessna 208B Super Cargomaster,N1120N,Martinaire,1,near Pellston Reg...,,,A1
1/23/2013,DHC-6 Twin Otter 300,C-GKBC,Kenn Borek Air,3,Mount Elizabeth,,,A1
1/29/2013,Canadair CRJ-200ER,UP-CJ006,SCAT,21,near Almaty Airpo...,,,A1
2/11/2013,IPTN/CASA CN-235-220,3X-GGG,Republique de Guinée,11,near Monrovia-Rob...,,,A1
2/13/2013,Antonov An-24RV,UR-WRA,South Airlines,5,Donetsk Airp...,,,A1
2/20/2013,Hawker Beech 390 Premier IA,N777VG,The Vein Guys,5,Thomson-McDu...,,,A1
3/4/2013,Fokker 50,9Q-CBD,CAA,7,Goma Airport...,,,A1
3/6/2013,Beech B200 King Air,OB-1992-P,ATSA,9,near Pias Airport,,,A1
3/23/2013,Antonov An-2R,RA-02203,Yug Line,1,"near Vostochnaya,...",,,A1
4/7/2013,Beech 1900C-1,ZS-PHL,"Group Transair, lst Sahel Aviation Service",1,near São Tomé Isl...,,,A1
4/27/2013,Beech MC-12W Liberty,09-0676,USAF,4,near Kandahar Air...,,,A1
4/29/2013,Boeing 747-428BCF,N949CA,National Airlines (National Air Cargo),7,Bagram Air B...,,,A1
4/30/2013,Beech 300 Super King Air,XC-LMV,Mexican Government,6,near Zacatecas-La...,,,A1
5/3/2013,Boeing KC-135R,63-8877,USAF,3,near Chaldovar,,,A1
5/15/2013,Antonov An-2R,RA-31403,Aviakompanija Annushka,1,near Chernolessko...,,,A1
5/24/2013,Antonov An-2SX,EX-02015,Valor Air,3,"near Jyl-Kol, Jal...",,,A1
6/7/2013,Beech B200GT King Air,N510LD,Osage Air,1,near Baton Rouge ...,,,A1
6/10/2013,Cessna 208 Caravan I,TT-BAU,CotonTchad,1,near N'Gaoundéré ...,,,A1
6/28/2013,Antonov An-2R,UP-A0190,Asia Continental Avialines,1,"near Terenozek, K...",,,A1
1/5/2014,Canadair Challenger 601-3R,N115WF,Vineland Corporation,1,Aspen-Pitkin...,,,A1
1/10/2014,Beech 300 King Air (MARSS),N195AE,US Army,3,Eastern Afgh...,,,A1
